Player,Team,RAA,Wins,EFscore,Salary,Value
SE Marsh,Kings XI Punjab,377,1.355,0.231,,1270355.0
SR Watson,Rajasthan Royals,347,1.25,0.297,125000.0,1209660.0
Sohail Tanvir,Rajasthan Royals,294,1.0590000000000002,0.19399999999999998,,1099252.0
G Gambhir,Delhi Daredevils,216,0.7759999999999999,0.16,725000.0,935664.0
GC Smith,Rajasthan Royals,202,0.725,0.139,250000.0,906183.0
MF Maharoof,Delhi Daredevils,180,0.6459999999999999,0.168,225000.0,860517.0
SK Raina,Chennai Super Kings,178,0.6409999999999999,0.135,650000.0,857627.0
ST Jayasuriya,Mumbai Indians,170,0.611,0.17300000000000001,975000.0,840285.0
JA Morkel,Chennai Super Kings,158,0.5670000000000001,0.191,675000.0,814851.0
YK Pathan,Rajasthan Royals,153,0.55,0.172,475000.0,805024.0
MS Dhoni,Chennai Super Kings,148,0.532,0.121,1500000.0,794619.0
RG Sharma,Deccan Chargers,142,0.509,0.125,750000.0,781324.0
Umar Gul,Kolkata Knight Riders,137,0.493,0.12,150000.0,772075.0
ML Hayden,Chennai Super Kings,136,0.489,0.08,375000.0,769763.0
LA Pomersbach,Kings XI Punjab,125,0.451,0.086,,747797.0
CRD Fernando,Mumbai Indians,116,0.41700000000000004,0.098,150000.0,728144.0
A Mishra,Delhi Daredevils,115,0.413,0.092,,725831.0
MEK Hussey,Chennai Super Kings,115,0.413,0.065,250000.0,725831.0
BB McCullum,Kolkata Knight Riders,109,0.39299999999999996,0.062,700000.0,714270.0
S Dhawan,Delhi Daredevils,101,0.36200000000000004,0.1,,696351.0
SA Asnodkar,Rajasthan Royals,100,0.36,0.09699999999999999,,695195.0
SM Katich,Kings XI Punjab,96,0.345,0.062,200000.0,686524.0
AC Gilchrist,Deccan Chargers,92,0.332,0.12300000000000001,700000.0,679009.0
DJ Bravo,Mumbai Indians,90,0.324,0.136,,674385.0
RV Uthappa,Mumbai Indians,90,0.322,0.095,800000.0,673229.0
SC Ganguly,Kolkata Knight Riders,86,0.309,0.152,,665714.0
KC Sangakkara,Kings XI Punjab,81,0.29,0.09,700000.0,654731.0
DS Kulkarni,Mumbai Indians,78,0.27899999999999997,0.08900000000000001,,648373.0
SK Warne,Rajasthan Royals,74,0.266,0.147,450000.0,640858.0
S Sreesanth,Kings XI Punjab,70,0.251,0.133,625000.0,632187.0
MV Boucher,Royal Challengers Bangalore,65,0.235,0.069,450000.0,622938.0
V Sehwag,Delhi Daredevils,63,0.22699999999999998,0.124,,618314.0
IK Pathan,Kings XI Punjab,61,0.22,0.14800000000000002,925000.0,614268.0
PP Chawla,Kings XI Punjab,61,0.21899999999999997,0.134,400000.0,613689.0
Shoaib Akhtar,Kolkata Knight Riders,58,0.21,0.051,425000.0,608487.0
SR Tendulkar,Mumbai Indians,55,0.198,0.068,,601550.0
LR Shukla,Kolkata Knight Riders,50,0.18,0.091,,591145.0
NK Patel,Rajasthan Royals,50,0.179,0.045,,590567.0
DR Smith,Mumbai Indians,49,0.17600000000000002,0.055,,588833.0
Kamran Akmal,Rajasthan Royals,48,0.17300000000000001,0.043,150000.0,587099.0
Y Venugopal Rao,Deccan Chargers,47,0.168,0.114,,584209.0
LRPL Taylor,Royal Challengers Bangalore,43,0.153,0.047,,575538.0
S Badrinath,Chennai Super Kings,32,0.11699999999999999,0.055,,554728.0
Harbhajan Singh,Mumbai Indians,31,0.111,0.04,850000.0,551260.0
VY Mahesh,Delhi Daredevils,28,0.102,0.11,,546058.0
DJ Thornely,Mumbai Indians,28,0.099,0.04,,544323.0
MS Gony,Chennai Super Kings,28,0.099,0.127,,544323.0
MK Tiwary,Delhi Daredevils,26,0.094,0.036000000000000004,675000.0,541433.0
R Dravid,Royal Challengers Bangalore,26,0.094,0.095,,541433.0
WP Saha,Kolkata Knight Riders,26,0.09300000000000001,0.040999999999999995,,540855.0
VVS Laxman,Deccan Chargers,22,0.079,0.048,375000.0,532762.0
RR Powar,Kings XI Punjab,22,0.078,0.043,170000.0,532184.0
TM Dilshan,Delhi Daredevils,21,0.076,0.037000000000000005,250000.0,531028.0
L Balaji,Chennai Super Kings,15,0.053,0.078,,517733.0
A Symonds,Deccan Chargers,14,0.05,0.051,1350000.0,515999.0
DW Steyn,Royal Challengers Bangalore,13,0.048,0.08800000000000001,325000.0,514843.0
YV Takawale,Mumbai Indians,12,0.042,0.03,,511374.0
PA Patel,Chennai Super Kings,9,0.034,0.08800000000000001,325000.0,506750.0
AD Mascarenhas,Rajasthan Royals,9,0.031,0.015,,505016.0
RR Raje,Mumbai Indians,8,0.028999999999999998,0.047,,503860.0
Salman Butt,Kolkata Knight Riders,7,0.024,0.055,,500970.0
Yuvraj Singh,Kings XI Punjab,5,0.019,0.08900000000000001,,498079.0
PP Ojha,Deccan Chargers,3,0.011000000000000001,0.08800000000000001,,493455.0
BAW Mendis,Kolkata Knight Riders,3,0.009000000000000001,0.011000000000000001,,492299.0
SP Goswami,Royal Challengers Bangalore,2,0.008,0.022000000000000002,,491721.0
H Das,Deccan Chargers,2,0.006999999999999999,0.002,,491143.0
AA Noffke,Royal Challengers Bangalore,1,0.002,0.011000000000000001,,488252.0
U Kaul,Kings XI Punjab,0,0.0,0.0,,487096.0
DL Vettori,Delhi Daredevils,-2,-0.006,0.01,,483628.0
A Nel,Mumbai Indians,-4,-0.016,0.009000000000000001,,477848.0
RR Sarwan,Kings XI Punjab,-7,-0.024,0.019,225000.0,473223.0
DPMD Jayawardene,Kings XI Punjab,-7,-0.026000000000000002,0.047,475000.0,472067.0
WA Mota,Kings XI Punjab,-8,-0.028999999999999998,0.016,,470333.0
A Nehra,Mumbai Indians,-9,-0.032,0.10800000000000001,,468599.0
SD Chitnis,Mumbai Indians,-9,-0.034,0.02,,467443.0
AB de Villiers,Delhi Daredevils,-11,-0.040999999999999995,0.026000000000000002,300000.0,463396.0
B Lee,Kings XI Punjab,-12,-0.044000000000000004,0.045,900000.0,461662.0
PM Sarvesh Kumar,Deccan Chargers,-13,-0.048,0.009000000000000001,,459350.0
DT Patil,Royal Challengers Bangalore,-14,-0.049,0.002,,458772.0
KD Karthik,Delhi Daredevils,-15,-0.053,0.039,525000.0,456460.0
SP Fleming,Chennai Super Kings,-16,-0.057,0.046,350000.0,454147.0
T Kohli,Rajasthan Royals,-17,-0.06,0.002,,452413.0
W Jaffer,Royal Challengers Bangalore,-18,-0.065,0.026000000000000002,150000.0,449523.0
TM Srivastava,Kings XI Punjab,-19,-0.067,0.001,,448367.0
L Ronchi,Mumbai Indians,-19,-0.069,0.008,,447211.0
Iqbal Abdulla,Kolkata Knight Riders,-21,-0.076,0.002,,443164.0
DJ Hussey,Kolkata Knight Riders,-22,-0.078,0.096,625000.0,442008.0
T Taibu,Kolkata Knight Riders,-22,-0.08,0.006,125000.0,440852.0
S Sohal,Kings XI Punjab,-23,-0.081,0.001,,440274.0
Abdur Razzak,Royal Challengers Bangalore,-23,-0.083,0.002,,439118.0
Younis Khan,Rajasthan Royals,-24,-0.085,0.0,225000.0,437962.0
S Anirudha,Chennai Super Kings,-26,-0.092,0.0,,433916.0
A Mukund,Chennai Super Kings,-27,-0.096,0.0,,431603.0
MA Khote,Mumbai Indians,-27,-0.09699999999999999,0.02,,431025.0
SS Tiwary,Mumbai Indians,-27,-0.098,0.004,,430447.0
J Arunkumar,Royal Challengers Bangalore,-30,-0.109,0.008,,424089.0
LPC Silva,Deccan Chargers,-34,-0.12300000000000001,0.01,100000.0,415996.0
AB Agarkar,Kolkata Knight Riders,-35,-0.124,0.064,350000.0,415418.0
DS Lehmann,Rajasthan Royals,-35,-0.127,0.003,,413684.0
MM Patel,Rajasthan Royals,-37,-0.132,0.10300000000000001,275000.0,410794.0
D Salunkhe,Rajasthan Royals,-37,-0.133,0.016,,410216.0
A Chopra,Kolkata Knight Riders,-38,-0.136,0.01,,408481.0
R Bhatia,Delhi Daredevils,-40,-0.142,0.048,,405013.0
RT Ponting,Kolkata Knight Riders,-41,-0.147,0.012,400000.0,402123.0
BJ Hodge,Kolkata Knight Riders,-41,-0.14800000000000002,0.002,,401545.0
CL White,Royal Challengers Bangalore,-41,-0.14800000000000002,0.03,500000.0,401545.0
Z Khan,Royal Challengers Bangalore,-42,-0.151,0.107,450000.0,399811.0
DB Ravi Teja,Deccan Chargers,-43,-0.155,0.03,,397498.0
WPUJC Vaas,Deccan Chargers,-43,-0.155,0.039,200000.0,397498.0
P Amarnath,Chennai Super Kings,-45,-0.161,0.036000000000000004,,394030.0
AM Rahane,Mumbai Indians,-49,-0.177,0.001,,384781.0
GD McGrath,Delhi Daredevils,-50,-0.18100000000000002,0.09,350000.0,382469.0
MK Pandey,Mumbai Indians,-50,-0.18100000000000002,0.001,,382469.0
AB Dinda,Kolkata Knight Riders,-51,-0.183,0.067,,381313.0
VS Yeligati,Mumbai Indians,-51,-0.183,0.005,,381313.0
AM Nayar,Mumbai Indians,-52,-0.188,0.049,,378423.0
RP Singh,Deccan Chargers,-52,-0.188,0.107,875000.0,378423.0
Joginder Sharma,Chennai Super Kings,-53,-0.192,0.054000000000000006,225000.0,376111.0
S Chanderpaul,Royal Challengers Bangalore,-55,-0.19699999999999998,0.004,200000.0,373220.0
D Kalyankrishna,Deccan Chargers,-55,-0.19899999999999998,0.015,,372064.0
K Goel,Kings XI Punjab,-55,-0.19899999999999998,0.018000000000000002,,372064.0
DB Das,Kolkata Knight Riders,-57,-0.204,0.032,,369174.0
DNT Zoysa,Deccan Chargers,-58,-0.21,0.018000000000000002,110000.0,365706.0
B Chipli,Royal Challengers Bangalore,-60,-0.215,0.002,,362815.0
Gagandeep Singh,Kings XI Punjab,-61,-0.22,0.013999999999999999,,359925.0
S Vidyut,Chennai Super Kings,-62,-0.22399999999999998,0.037000000000000005,,357613.0
M Kaif,Rajasthan Royals,-62,-0.225,0.049,675000.0,357035.0
SK Trivedi,Rajasthan Royals,-63,-0.226,0.09300000000000001,,356457.0
M Ntini,Chennai Super Kings,-68,-0.24600000000000002,0.065,200000.0,344896.0
Misbah-ul-Haq,Royal Challengers Bangalore,-69,-0.249,0.023,,343162.0
SM Pollock,Mumbai Indians,-69,-0.249,0.126,550000.0,343162.0
RA Jadeja,Rajasthan Royals,-70,-0.253,0.038,,340849.0
B Geeves,Delhi Daredevils,-71,-0.257,0.006,,338537.0
M Rawat,Rajasthan Royals,-72,-0.26,0.008,,336803.0
PR Shah,Mumbai Indians,-72,-0.26,0.005,,336803.0
HH Gibbs,Deccan Chargers,-72,-0.261,0.038,575000.0,336225.0
JDP Oram,Chennai Super Kings,-74,-0.265,0.025,675000.0,333913.0
SB Joshi,Royal Challengers Bangalore,-76,-0.273,0.012,,329288.0
Shoaib Malik,Delhi Daredevils,-78,-0.281,0.028999999999999998,500000.0,324664.0
AS Yadav,Deccan Chargers,-84,-0.302,0.006999999999999999,,312525.0
DP Vijaykumar,Deccan Chargers,-85,-0.304,0.031,,311369.0
B Akhil,Royal Challengers Bangalore,-85,-0.306,0.026000000000000002,,310213.0
M Kartik,Kolkata Knight Riders,-96,-0.345,0.03,425000.0,287669.0
Mohammad Asif,Delhi Daredevils,-100,-0.359,0.049,650000.0,279576.0
R Vinay Kumar,Royal Challengers Bangalore,-102,-0.366,0.049,,275530.0
P Kumar,Royal Challengers Bangalore,-109,-0.392,0.113,,260500.0
CK Kapugedera,Chennai Super Kings,-112,-0.402,0.004,,254720.0
M Muralitharan,Chennai Super Kings,-112,-0.40299999999999997,0.08900000000000001,600000.0,254142.0
I Sharma,Kolkata Knight Riders,-114,-0.409,0.064,950000.0,250674.0
PJ Sangwan,Delhi Daredevils,-118,-0.425,0.035,,241425.0
Shahid Afridi,Deccan Chargers,-118,-0.426,0.077,675000.0,240847.0
Pankaj Singh,Rajasthan Royals,-120,-0.4320000000000001,0.006,,237378.0
A Kumble,Royal Challengers Bangalore,-122,-0.44,0.063,500000.0,232754.0
Mohammad Hafeez,Kolkata Knight Riders,-131,-0.47100000000000003,0.026000000000000002,,214834.0
V Kohli,Royal Challengers Bangalore,-131,-0.473,0.045,,213678.0
VRV Singh,Kings XI Punjab,-142,-0.511,0.078,,191712.0
JR Hopes,Kings XI Punjab,-158,-0.57,0.096,,157607.0
SB Styris,Deccan Chargers,-161,-0.578,0.06,175000.0,152983.0
SB Bangar,Deccan Chargers,-165,-0.594,0.037000000000000005,,143734.0
JH Kallis,Royal Challengers Bangalore,-236,-0.8490000000000001,0.08,900000.0,-3669.0
ML Hayden,Chennai Super Kings,338,1.3659999999999999,0.23800000000000002,375000.0,1331596.0
AB de Villiers,Delhi Daredevils,256,1.037,0.195,300000.0,1145098.0
JP Duminy,Mumbai Indians,191,0.775,0.177,950000.0,996579.0
BJ Hodge,Kolkata Knight Riders,189,0.7659999999999999,0.196,,991477.0
RG Sharma,Deccan Chargers,156,0.63,0.174,750000.0,914384.0
A Kumble,Royal Challengers Bangalore,149,0.601,0.18100000000000002,500000.0,897945.0
MS Dhoni,Chennai Super Kings,143,0.578,0.10800000000000001,1500000.0,884907.0
SL Malinga,Mumbai Indians,139,0.564,0.154,,876971.0
HH Gibbs,Deccan Chargers,135,0.545,0.129,575000.0,866200.0
MM Patel,Rajasthan Royals,127,0.513,0.135,275000.0,848061.0
A Nehra,Delhi Daredevils,122,0.493,0.147,,836723.0
KC Sangakkara,Kings XI Punjab,121,0.491,0.12300000000000001,700000.0,835590.0
MK Pandey,Royal Challengers Bangalore,121,0.489,0.09300000000000001,,834456.0
A Symonds,Deccan Chargers,119,0.48,0.135,1350000.0,829354.0
AC Gilchrist,Deccan Chargers,117,0.473,0.149,700000.0,825386.0
TM Dilshan,Delhi Daredevils,108,0.43799999999999994,0.151,250000.0,805546.0
SK Raina,Chennai Super Kings,107,0.431,0.184,650000.0,801578.0
YA Abdulla,Kings XI Punjab,102,0.41200000000000003,0.09300000000000001,,790807.0
DPMD Jayawardene,Kings XI Punjab,101,0.408,0.084,475000.0,788540.0
KD Karthik,Delhi Daredevils,99,0.4,0.099,525000.0,784005.0
A Singh,Rajasthan Royals,97,0.39299999999999996,0.075,,780037.0
MN van Wyk,Kolkata Knight Riders,96,0.389,0.073,,777770.0
SB Jakati,Chennai Super Kings,88,0.354,0.105,,757929.0
M Muralitharan,Chennai Super Kings,82,0.331,0.12,600000.0,744891.0
Yuvraj Singh,Kings XI Punjab,81,0.327,0.16,,742624.0
SR Tendulkar,Mumbai Indians,74,0.298,0.11,,726185.0
RP Singh,Deccan Chargers,61,0.248,0.151,875000.0,697842.0
CK Langeveldt,Kolkata Knight Riders,57,0.23,0.037000000000000005,,687638.0
LA Carseldine,Rajasthan Royals,53,0.21600000000000005,0.046,,679702.0
LRPL Taylor,Royal Challengers Bangalore,51,0.20800000000000002,0.08,,675167.0
SB Styris,Deccan Chargers,46,0.184,0.028999999999999998,175000.0,661562.0
GJ Bailey,Chennai Super Kings,45,0.182,0.027000000000000003,50000.0,660429.0
A Mishra,Delhi Daredevils,44,0.179,0.098,,658728.0
AM Nayar,Mumbai Indians,43,0.174,0.09,,655894.0
DJ Bravo,Mumbai Indians,43,0.174,0.158,,655894.0
WPUJC Vaas,Deccan Chargers,38,0.153,0.042,200000.0,643990.0
PP Ojha,Deccan Chargers,37,0.15,0.11699999999999999,,642289.0
TL Suman,Deccan Chargers,36,0.14800000000000002,0.109,,641155.0
MV Boucher,Royal Challengers Bangalore,32,0.129,0.051,450000.0,630385.0
MF Maharoof,Delhi Daredevils,30,0.121,0.036000000000000004,225000.0,625850.0
RA Jadeja,Rajasthan Royals,27,0.109,0.141,,619047.0
NV Ojha,Rajasthan Royals,26,0.106,0.065,,617347.0
D du Preez,Royal Challengers Bangalore,26,0.105,0.036000000000000004,,616780.0
Y Nagar,Delhi Daredevils,24,0.096,0.02,,611678.0
AM Rahane,Mumbai Indians,22,0.08800000000000001,0.049,,607143.0
SM Harwood,Rajasthan Royals,19,0.076,0.036000000000000004,,600341.0
R Ashwin,Chennai Super Kings,19,0.075,0.021,,599774.0
DB Ravi Teja,Deccan Chargers,18,0.07200000000000001,0.027000000000000003,,598073.0
DJ Hussey,Kolkata Knight Riders,18,0.07200000000000001,0.034,625000.0,598073.0
M Rawat,Rajasthan Royals,16,0.065,0.011000000000000001,,594105.0
RR Powar,Kings XI Punjab,16,0.065,0.052000000000000005,170000.0,594105.0
RS Bopara,Kings XI Punjab,15,0.06,0.04,450000.0,591271.0
T Thushara,Chennai Super Kings,15,0.06,0.021,140000.0,591271.0
Joginder Sharma,Chennai Super Kings,11,0.046,0.022000000000000002,225000.0,583335.0
R Dravid,Royal Challengers Bangalore,11,0.045,0.065,,582768.0
DP Nannes,Delhi Daredevils,10,0.042,0.126,,581068.0
IK Pathan,Kings XI Punjab,7,0.027999999999999997,0.177,925000.0,573131.0
SS Shaikh,Kolkata Knight Riders,6,0.024,0.005,,570864.0
SP Goswami,Royal Challengers Bangalore,6,0.023,0.017,,570297.0
Kamran Khan,Rajasthan Royals,5,0.021,0.037000000000000005,,569163.0
BB McCullum,Kolkata Knight Riders,4,0.018000000000000002,0.086,700000.0,567463.0
Anureet Singh,Kolkata Knight Riders,4,0.017,0.008,,566896.0
M Manhas,Delhi Daredevils,4,0.017,0.024,,566896.0
J Botha,Rajasthan Royals,4,0.015,0.046,,565762.0
SA Asnodkar,Rajasthan Royals,3,0.013999999999999999,0.044000000000000004,,565195.0
G Gambhir,Delhi Daredevils,2,0.01,0.079,725000.0,562928.0
WP Saha,Kolkata Knight Riders,1,0.004,0.018000000000000002,,559527.0
L Ronchi,Mumbai Indians,0,0.0,0.001,,557259.0
TM Srivastava,Kings XI Punjab,0,0.0,0.0,,557259.0
VY Mahesh,Delhi Daredevils,0,-0.001,0.004,,556692.0
B Lee,Kings XI Punjab,-2,-0.009000000000000001,0.057999999999999996,900000.0,552157.0
DA Warner,Delhi Daredevils,-2,-0.01,0.040999999999999995,,551591.0
YV Takawale,Mumbai Indians,-6,-0.023,0.006999999999999999,,544221.0
JA Morkel,Chennai Super Kings,-6,-0.026000000000000002,0.109,675000.0,542521.0
PJ Sangwan,Delhi Daredevils,-7,-0.028999999999999998,0.107,,540820.0
C Nanda,Mumbai Indians,-8,-0.031,0.016,,539686.0
Jaskaran Singh,Deccan Chargers,-8,-0.031,0.023,,539686.0
DW Steyn,Royal Challengers Bangalore,-10,-0.039,0.018000000000000002,325000.0,535152.0
Z Khan,Mumbai Indians,-10,-0.04,0.039,450000.0,534585.0
SS Sarkar,Kolkata Knight Riders,-10,-0.042,0.006,,533451.0
SS Tiwary,Mumbai Indians,-11,-0.043,0.003,,532884.0
RA Shaikh,Mumbai Indians,-11,-0.045,0.0,,531750.0
GR Napier,Mumbai Indians,-12,-0.049,0.013999999999999999,,529483.0
A Chopra,Kolkata Knight Riders,-13,-0.051,0.003,,528349.0
B Akhil,Royal Challengers Bangalore,-13,-0.052000000000000005,0.036000000000000004,,527782.0
S Tyagi,Chennai Super Kings,-14,-0.055999999999999994,0.047,,525515.0
R Bhatia,Delhi Daredevils,-16,-0.064,0.065,,520980.0
SD Chitnis,Rajasthan Royals,-18,-0.071,0.002,,517012.0
PR Shah,Mumbai Indians,-18,-0.07200000000000001,0.013999999999999999,,516445.0
Mohammad Ashraful,Mumbai Indians,-22,-0.08800000000000001,0.001,75000.0,507375.0
SB Bangar,Kolkata Knight Riders,-22,-0.08800000000000001,0.001,,507375.0
AD Mascarenhas,Rajasthan Royals,-22,-0.08900000000000001,0.048,,506808.0
KV Sharma,Royal Challengers Bangalore,-23,-0.092,0.0,,505108.0
T Kohli,Kings XI Punjab,-23,-0.092,0.0,,505108.0
L Balaji,Chennai Super Kings,-23,-0.095,0.085,,503407.0
RR Bose,Kings XI Punjab,-24,-0.09699999999999999,0.0,,502273.0
MK Tiwary,Delhi Daredevils,-26,-0.10400000000000001,0.002,675000.0,498305.0
DL Vettori,Delhi Daredevils,-26,-0.105,0.057,,497738.0
AA Bilakhia,Deccan Chargers,-27,-0.107,0.022000000000000002,,496605.0
Harbhajan Singh,Mumbai Indians,-27,-0.11,0.107,850000.0,494904.0
LA Pomersbach,Kings XI Punjab,-28,-0.113,0.011000000000000001,,493204.0
T Henderson,Rajasthan Royals,-28,-0.113,0.01,650000.0,493204.0
R Bishnoi,Royal Challengers Bangalore,-28,-0.114,0.003,,492637.0
I Sharma,Kolkata Knight Riders,-29,-0.11599999999999999,0.086,950000.0,491503.0
NK Patel,Rajasthan Royals,-29,-0.11800000000000001,0.006,,490369.0
AM Salvi,Delhi Daredevils,-31,-0.127,0.031,,485267.0
W Jaffer,Royal Challengers Bangalore,-32,-0.131,0.002,150000.0,483000.0
M Vijay,Chennai Super Kings,-35,-0.14,0.017,,477898.0
S Badrinath,Chennai Super Kings,-36,-0.14400000000000002,0.054000000000000006,,475631.0
Pankaj Singh,Royal Challengers Bangalore,-37,-0.151,0.01,,471663.0
AD Mathews,Kolkata Knight Riders,-38,-0.152,0.003,,471096.0
KP Pietersen,Royal Challengers Bangalore,-38,-0.155,0.055,1550000.0,469395.0
A Mithun,Royal Challengers Bangalore,-39,-0.158,0.002,,467695.0
S Sreesanth,Kings XI Punjab,-39,-0.159,0.06,625000.0,467128.0
KP Appanna,Royal Challengers Bangalore,-40,-0.161,0.016,,465994.0
AN Ghosh,Kolkata Knight Riders,-40,-0.163,0.001,,464860.0
PC Valthaty,Rajasthan Royals,-41,-0.16699999999999998,0.001,,462593.0
AB McDonald,Delhi Daredevils,-43,-0.172,0.001,,459759.0
A Flintoff,Chennai Super Kings,-43,-0.174,0.031,1550000.0,458625.0
SM Katich,Kings XI Punjab,-44,-0.17800000000000002,0.038,200000.0,456357.0
SK Trivedi,Rajasthan Royals,-44,-0.18,0.044000000000000004,,455224.0
FH Edwards,Deccan Chargers,-45,-0.184,0.044000000000000004,150000.0,452956.0
GC Smith,Rajasthan Royals,-46,-0.18600000000000005,0.06,250000.0,451822.0
Yashpal Singh,Kolkata Knight Riders,-47,-0.188,0.013999999999999999,,450689.0
PA Patel,Chennai Super Kings,-47,-0.19,0.036000000000000004,325000.0,449555.0
S Sohal,Kings XI Punjab,-48,-0.196,0.03,,446154.0
VS Malik,Kings XI Punjab,-50,-0.201,0.015,,443320.0
AS Raut,Rajasthan Royals,-53,-0.212,0.019,,437084.0
Mashrafe Mortaza,Kolkata Knight Riders,-53,-0.214,0.002,600000.0,435950.0
M Morkel,Rajasthan Royals,-54,-0.217,0.006,,434250.0
WA Mota,Kings XI Punjab,-54,-0.217,0.03,,434250.0
S Dhawan,Mumbai Indians,-55,-0.221,0.008,,431982.0
RR Raje,Mumbai Indians,-55,-0.223,0.01,,430848.0
Shoaib Ahmed,Deccan Chargers,-55,-0.22399999999999998,0.044000000000000004,,430282.0
ST Jayasuriya,Mumbai Indians,-56,-0.22699999999999998,0.10800000000000001,975000.0,428581.0
V Kohli,Royal Challengers Bangalore,-57,-0.23,0.077,,426880.0
VRV Singh,Kings XI Punjab,-58,-0.23600000000000002,0.006999999999999999,,423479.0
LR Shukla,Kolkata Knight Riders,-59,-0.24,0.049,,421212.0
PP Chawla,Kings XI Punjab,-59,-0.24,0.09699999999999999,400000.0,421212.0
MS Gony,Chennai Super Kings,-59,-0.24100000000000002,0.027999999999999997,,420645.0
V Sehwag,Delhi Daredevils,-60,-0.244,0.043,,418944.0
RJ Quiney,Rajasthan Royals,-62,-0.252,0.03,,414409.0
MC Henriques,Kolkata Knight Riders,-66,-0.267,0.023,,405906.0
JDP Oram,Chennai Super Kings,-67,-0.27,0.062,675000.0,404206.0
Y Venugopal Rao,Deccan Chargers,-67,-0.271,0.062,,403639.0
BAW Mendis,Kolkata Knight Riders,-69,-0.278,0.017,,399671.0
DR Smith,Deccan Chargers,-71,-0.289,0.062,100000.0,393435.0
M Kartik,Kolkata Knight Riders,-73,-0.297,0.040999999999999995,425000.0,388901.0
SK Warne,Rajasthan Royals,-76,-0.306,0.11599999999999999,450000.0,383799.0
VVS Laxman,Deccan Chargers,-76,-0.306,0.004,375000.0,383799.0
K Goel,Kings XI Punjab,-77,-0.311,0.040999999999999995,,380964.0
CH Gayle,Kolkata Knight Riders,-79,-0.32,0.061,,375863.0
AB Agarkar,Kolkata Knight Riders,-81,-0.327,0.066,350000.0,371895.0
YK Pathan,Rajasthan Royals,-84,-0.33799999999999997,0.122,475000.0,365659.0
RJ Harris,Deccan Chargers,-85,-0.34299999999999997,0.057,,362825.0
RV Uthappa,Royal Challengers Bangalore,-85,-0.344,0.052000000000000005,800000.0,362258.0
DS Kulkarni,Mumbai Indians,-94,-0.382,0.035,,340717.0
RE van der Merwe,Royal Challengers Bangalore,-96,-0.39,0.09699999999999999,,336182.0
R Vinay Kumar,Royal Challengers Bangalore,-101,-0.408,0.061,,325979.0
JD Ryder,Royal Challengers Bangalore,-103,-0.418,0.023,160000.0,320310.0
P Kumar,Royal Challengers Bangalore,-103,-0.418,0.107,,320310.0
Harmeet Singh,Deccan Chargers,-116,-0.47,0.019,,290833.0
SC Ganguly,Kolkata Knight Riders,-119,-0.48,0.067,,285164.0
JH Kallis,Royal Challengers Bangalore,-134,-0.544,0.146,900000.0,248885.0
AB Dinda,Kolkata Knight Riders,-138,-0.557,0.027999999999999997,,241516.0
SR Tendulkar,Mumbai Indians,268,0.948,0.205,,1047446.0
SK Raina,Chennai Super Kings,239,0.845,0.223,650000.0,990667.0
DPMD Jayawardene,Kings XI Punjab,195,0.691,0.146,475000.0,905775.0
KP Pietersen,Royal Challengers Bangalore,160,0.5660000000000001,0.126,1550000.0,836869.0
JH Kallis,Royal Challengers Bangalore,157,0.556,0.268,900000.0,831356.0
PD Collingwood,Delhi Daredevils,157,0.556,0.121,,831356.0
M Vijay,Chennai Super Kings,156,0.552,0.133,,829151.0
DE Bollinger,Chennai Super Kings,145,0.513,0.125,,807652.0
AB Dinda,Kolkata Knight Riders,124,0.43799999999999994,0.09,,766309.0
G Gambhir,Delhi Daredevils,115,0.405,0.09699999999999999,725000.0,748117.0
IK Pathan,Kings XI Punjab,106,0.374,0.182,925000.0,731029.0
SC Ganguly,Kolkata Knight Riders,100,0.354,0.14800000000000002,,720004.0
RJ Harris,Deccan Chargers,100,0.353,0.133,,719452.0
Harbhajan Singh,Mumbai Indians,95,0.336,0.157,850000.0,710081.0
KA Pollard,Mumbai Indians,92,0.326,0.151,750000.0,704569.0
SL Malinga,Mumbai Indians,87,0.309,0.126,,695197.0
S Badrinath,Chennai Super Kings,86,0.305,0.109,,692992.0
NV Ojha,Rajasthan Royals,80,0.28300000000000003,0.121,,680865.0
PP Ojha,Deccan Chargers,76,0.271,0.138,,674250.0
M Manhas,Delhi Daredevils,76,0.268,0.06,,672596.0
RS Bopara,Kings XI Punjab,76,0.268,0.109,450000.0,672596.0
A Kumble,Royal Challengers Bangalore,73,0.26,0.136,500000.0,668186.0
MS Dhoni,Chennai Super Kings,70,0.249,0.076,1500000.0,662122.0
M Muralitharan,Chennai Super Kings,70,0.248,0.124,600000.0,661571.0
SB Jakati,Chennai Super Kings,69,0.244,0.098,,659366.0
SS Tiwary,Mumbai Indians,67,0.237,0.11699999999999999,,655507.0
DA Warner,Delhi Daredevils,66,0.235,0.08199999999999999,,654405.0
R Dravid,Royal Challengers Bangalore,66,0.235,0.07200000000000001,,654405.0
SE Marsh,Kings XI Punjab,66,0.233,0.059000000000000004,,653302.0
A Symonds,Deccan Chargers,65,0.23,0.212,1350000.0,651649.0
CRD Fernando,Mumbai Indians,65,0.22899999999999998,0.066,150000.0,651097.0
A Nehra,Delhi Daredevils,63,0.22399999999999998,0.059000000000000004,,648341.0
AB McDonald,Delhi Daredevils,63,0.22399999999999998,0.062,,648341.0
SR Watson,Rajasthan Royals,62,0.22,0.11599999999999999,125000.0,646136.0
